connector,flow,sub_flow,code,message,status,router_error,decision,created_at,last_modified,step_up_possible,unified_code,unified_message,error_category,clear_pan_possible,feature_data,feature,standardised_code,description,user_guidance_message
adyen,Payment,Authorize,923,No registered account for AccountUpdater,failure,,retry,2025-12-08 21:18:27,2026-01-05 19:55:18,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,cfg_pm_not_enabled_or_misconfigured,Payment method not enabled for this merchant,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,163,Invalid bic,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:54:38,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,payment_method_issue,Issue with Payment Method details,Issue with Payment Method details
adyen,Payment,Authorize,42,3DS Authentication Error,failure,,retry,2025-12-08 21:18:28,2026-01-05 19:55:19,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,three_ds_authentication_service_issue,3DS Authentication Service Failure,Something went wrong. Try again or contact your bank
adyen,Payment,Authorize,27,Declined Non Generic,failure,,retry,2025-12-08 21:18:29,2026-01-05 19:55:20,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,psp_acquirer_error,Temporary acquirer internal error,Something went wrong. Try again or contact your bank
adyen,Payment,Authorize,186,Missing additionalData field,failure,,retry,2025-12-08 21:18:31,2026-01-05 19:55:13,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,5_608,Invalid refund status,failure,,do_default,2025-12-08 21:18:27,2026-01-05 19:55:14,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_state,Invalid state of operation,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,5_602,Amazon Pay token doesn't exist for Amazon Pay,failure,,do_default,2025-12-08 21:18:30,2026-01-05 19:55:15,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,payment_method_issue,Issue with Payment Method details,Issue with Payment Method details
adyen,Payment,Authorize,160,Not allowed to store Payout Details,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:55:29,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,cfg_pm_not_enabled_or_misconfigured,Payment method not enabled for this merchant,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,966,Configuration Error (privateKeyAlias),failure,,retry,2025-12-08 21:18:26,2026-01-05 19:55:53,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,2000,Bank account details do not meet instruction format,failure,,do_default,2025-12-08 21:18:25,2026-01-05 19:55:17,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,905_4,Cashback/Cashout not allowed for configured acquirer account,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:55:30,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,cfg_pm_not_enabled_or_misconfigured,Payment method not enabled for this merchant,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,930,Invalid target currency specified,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:55:17,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,5_614,Amazon Pay sent invalid response,failure,,do_default,2025-12-08 21:18:27,2026-01-05 19:55:18,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,psp_acquirer_error,Temporary acquirer internal error,Something went wrong. Try again or contact your bank
adyen,Payment,Authorize,14_004,Missing payment method details,failure,,retry,2025-12-08 21:18:27,2026-01-05 19:57:08,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,153,Invalid CVC,failure,,do_default,2025-12-08 21:18:24,2026-01-05 19:55:35,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_cvv,"CVV is missing, malformed, or does not match issuer records",The security code (CVV) is incorrect. Please re-enter it.
adyen,Payment,Authorize,217,Field 'shopperInteraction' is missing or invalid,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:55:22,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,32,AVS Declined,failure,,do_default,2025-12-08 21:18:29,2026-01-05 19:55:43,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,pm_address_mismatch,Address mismatch (AVS failed),The billing address doesn't match what the bank has on file. Update it or use another card.
adyen,Payment,Authorize,14_016,Invalid sdkVersion provided,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:55:22,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,694,No Invoice Configuration configured for creditAccount,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:55:35,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,19,Pin validation not possible,failure,,retry,2025-12-08 21:18:29,2026-01-05 19:55:24,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,issuer_unavailable,The card issuer's bank is temporarily unavailable,Something went wrong. Try again or contact your bank
adyen,Payment,Authorize,14_0384,Missing or invalid details for provided shopperStage,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:55:26,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,6,Expired Card,failure,,do_default,2025-12-08 21:18:28,2026-01-05 19:55:27,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_expiry_date,Expiry date is in the past or improperly formatted.,The card's expiry date seems incorrect or has passed. Update it or use another card.
adyen,Payment,Authorize,5_002,Invalid Apple Pay token,failure,,retry,2025-12-08 21:18:29,2026-01-05 19:55:28,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,wallet_or_token_config_issue,Wallet or token configuration missing or incorrect,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,14_0378,Provided recurringExpiry format is invalid. Required format: yyyy-MM-dd'T'HH:mm:ssX for example 2019-12-31T23:59:59+02:00,failure,,retry,2025-12-08 21:18:30,2026-01-05 19:55:33,false,UE_9000,Something went wrong,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,generic_unknown_error,Something went wrong,Something went wrong
adyen,Payment,Authorize,14_0385,PaymentLink is expired,failure,,do_default,2025-12-08 21:18:27,2026-01-05 19:55:31,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_state,Invalid state of operation,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,5_007,Missing certificate for Apple Pay signature,failure,,retry,2025-12-08 21:18:28,2026-01-05 19:55:37,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,cfg_pm_not_enabled_or_misconfigured,Payment method not enabled for this merchant,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,14_037,Provided orderData is invalid,failure,,retry,2025-12-08 21:18:28,2026-01-05 19:56:10,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,5_604,Invalid Amazon Pay value supplied: VALUE,failure,,do_default,2025-12-08 21:18:29,2026-01-05 19:55:33,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,29_001,Field '{0}' may not exceed {1} characters.,failure,,retry,2025-12-08 21:18:27,2026-01-05 19:55:48,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,network:mastercard|issuer_code:14,network:mastercard|issuer_code:14,failure,,do_default,2026-01-06 12:07:32,2026-01-06 12:07:32,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_card_number,The card number is invalid,The card number doesn't look right. Please check it and try again
adyen,Payment,Authorize,14_0426,Terminal with uniqueTerminalId '{0}' is not deployed,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:55:36,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,merchant_inactive,Merchant configuration inactive or invalid,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,920,Total payment amount should be equal or greater than zero,failure,,retry,2025-12-08 21:18:27,2026-01-05 19:55:37,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,196,Invalid Mcc,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:55:40,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,805,RecurringDetailReference not available for provided recurring-contract,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:55:41,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,stored_credential_or_mit_not_enabled,Stored credential or MIT not enabled,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,159,Invalid number of requests,failure,,retry,2025-12-08 21:18:23,2026-01-05 19:56:03,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,rate_limit,API rate limit exceeded,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,network:mastercard|issuer_code:15,network:mastercard|issuer_code:15,failure,,do_default,2026-01-06 12:07:32,2026-01-06 12:07:32,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,payment_method_issue,Issue with Payment Method details,Issue with Payment Method details
adyen,Payment,Authorize,952,Configuration Error (acquirerPassword),failure,,retry,2025-12-08 21:18:25,2026-01-05 19:55:47,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,704,Request already processed,failure,,retry,2025-12-08 21:18:30,2026-01-05 19:55:50,false,UE_9000,Something went wrong,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,generic_unknown_error,Something went wrong,Something went wrong
adyen,Payment,Authorize,14_017,The provided SDK Token has an invalid timestamp,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:55:41,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,905_6,Both 'KlarnaPayments' and 'Klarna' platforms configured,failure,,retry,2025-12-08 21:18:27,2026-01-05 19:55:42,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,117,Invalid billing address,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:55:45,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,pm_address_mismatch,Address mismatch (AVS failed),The billing address doesn't match what the bank has on file. Update it or use another card.
adyen,Payment,Authorize,14_022,Missing uniqueTerminalId,failure,,retry,2025-12-08 21:18:28,2026-01-05 19:55:43,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,164,Auto capture delay invalid or out of range,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:55:52,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,14_0379,expiresAt is greater than the allowed date,failure,,retry,2025-12-08 21:18:27,2026-01-05 19:56:06,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,183,Invalid recurring contract,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:55:46,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,stored_credential_or_mit_not_enabled,Stored credential or MIT not enabled,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,28,Withdrawal amount exceeded,failure,,do_default,2025-12-08 21:18:26,2026-01-05 19:55:47,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,velocity_limit_exceeded,Transaction exceeds allowed frequency or velocity,This card has hit a usage limit set by your bank. Try another card or contact your bank.
adyen,Payment,Authorize,114,Received an incorrect InvoiceLine,failure,,retry,2025-12-08 21:18:23,2026-01-05 19:57:10,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,953,Configuration Error (apiKey),failure,,retry,2025-12-08 21:18:26,2026-01-05 19:56:04,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,701,Server could not process request,failure,,retry,2025-12-08 21:18:23,2026-01-05 19:55:52,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,5_604,Invalid Amazon Pay value supplied: <strong>VALUE</strong>,failure,,do_default,2025-12-08 21:18:30,2026-01-05 19:56:12,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,payment_method_issue,Issue with Payment Method details,Issue with Payment Method details
adyen,Payment,Authorize,17,Invalid Pin,failure,,do_default,2025-12-08 21:18:28,2026-01-05 19:55:55,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,incorrect_authentication_code,Incorrect authentication or verification code provided,The code you entered is incorrect. Request a new code and try again.
adyen,Payment,Authorize,905_5,No acquirer account active and configured for Klarna.,failure,,retry,2025-12-08 21:18:29,2026-01-05 19:55:56,false,UE_2000,Issue with Configurations,processor_decline_unauthorized,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,cfg_pm_not_enabled_or_misconfigured,Payment method not enabled for this merchant,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,195,Could not find an account with this key: {0},failure,,retry,2025-12-08 21:18:23,2026-01-05 19:55:56,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,695,Invalid Invoice Configuration configured for creditAccount,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:55:57,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,14_006,paymentMethod object has not been provided in the request,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:55:58,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,100,Required object 'amount' is not provided,failure,,do_default,2025-12-08 21:18:23,2026-01-05 19:54:14,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,14_032,Provide either threeds2.fingerprint or threeds2.challengeResult,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:56:05,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,0,HTTP Status Response - Unauthorized,failure,,do_default,2025-12-08 21:18:30,2026-01-05 19:55:59,false,UE_4000,Issue with Integration,processor_decline_unauthorized,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_credentials,Invalid credentials,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,803,PaymentDetail not found,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:54:39,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,41,CVM Required Restart Payment,failure,,do_default,2025-12-08 21:18:29,2026-01-05 19:56:01,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,authentication_failed,Authentication failed or was declined,We couldn't verify this payment with your bank. Try again or use a different payment method.
adyen,Payment,Authorize,14_031,Bank account is missing,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:56:49,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,609,InvoiceBatch validity period exceeded,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:56:04,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,operation_not_allowed,Operation not allowed,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,608,Unable to create InvoiceBatch,failure,,retry,2025-12-08 21:18:24,2026-01-05 19:56:09,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,psp_acquirer_error,Temporary acquirer internal error,Something went wrong. Try again or contact your bank
adyen,Payment,Authorize,15_003,Field FIELD_NAME should not be present for device channel DEVICE_CHANNEL_NAME,failure,,retry,2025-12-08 21:18:28,2026-01-05 19:56:12,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,network:mastercard|issuer_code:19,network:mastercard|issuer_code:19,failure,,do_default,2026-01-06 12:07:33,2026-01-06 12:07:33,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,payment_method_issue,Issue with Payment Method details,Issue with Payment Method details
adyen,Payment,Authorize,605,No project found,failure,,retry,2025-12-08 21:18:23,2026-01-05 19:56:14,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,configuration_issue,Issue with Configurations,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,203,Invalid Bank account holder name,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:56:14,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,payment_method_issue,Issue with Payment Method details,Issue with Payment Method details
adyen,Payment,Authorize,14_002,paymentData has not been provided in the request,failure,,retry,2025-12-08 21:18:26,2026-01-05 19:56:15,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,15_007,Value of FIELD_NAME is too long (VALUE > MAX_ALLOWED_VALUE),failure,,retry,2025-12-08 21:18:27,2026-01-05 19:56:16,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,15_024,Result not present - Authentication older than 60 days,failure,,retry,2025-12-08 21:18:29,2026-01-05 19:56:17,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_state,Invalid state of operation,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,122,Required field 'telephoneNumber' is not provided.,failure,,retry,2025-12-08 21:18:30,2026-01-05 19:56:18,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
adyen,Payment,Authorize,802,Invalid contract,failure,,retry,2025-12-08 21:18:25,2026-01-05 19:54:46,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,subscription_plan_inactive,Attempted charge on inactive or expired subscription,Something went wrong. Try another Payment Method
adyen,Payment,Authorize,122,Required field 'telephoneNumber' is not provided,failure,,retry,2025-12-08 21:18:22,2026-01-05 19:56:19,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
